Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CHS_Record and Playback_Mode_001,Chrome 120.0.0.0,,,25-01-2024 21:35:06,25-01-2024 21:39:22,4m - 16.218s,PASSED
,,,,,,,
Test Cases/Cura Health Care Services_Record and Playback Modes/TC_CHS_Home_Validate Creating Account_001,Chrome 120.0.0.0,,,25-01-2024 21:35:07,25-01-2024 21:36:45,1m - 38.070s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,25-01-2024 21:35:07,25-01-2024 21:36:18,1m - 10.522s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 120.0.0.0,,,25-01-2024 21:36:18,25-01-2024 21:36:28,10.213s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Create Account_OR/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 120.0.0.0,,,25-01-2024 21:36:28,25-01-2024 21:36:30,1.780s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Create Account_OR/Page_CURA Healthcare Service/a_Login""))",Chrome 120.0.0.0,,,25-01-2024 21:36:30,25-01-2024 21:36:32,1.866s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Create Account_OR/Page_CURA Healthcare Service/input_form-control""))",Chrome 120.0.0.0,,,25-01-2024 21:36:32,25-01-2024 21:36:33,1.606s,PASSED
"setText(findTestObject(""Object Repository/CHS_Pages_Create Account_OR/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 120.0.0.0,,,25-01-2024 21:36:33,25-01-2024 21:36:34,0.827s,PASSED
"setEncryptedText(findTestObject(""Object Repository/CHS_Pages_Create Account_OR/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 120.0.0.0,,,25-01-2024 21:36:34,25-01-2024 21:36:35,0.437s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Create Account_OR/Page_CURA Healthcare Service/button_Login""))",Chrome 120.0.0.0,,,25-01-2024 21:36:35,25-01-2024 21:36:36,1.890s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,25-01-2024 21:36:36,25-01-2024 21:36:45,8.374s,PASSED
,,,,,,,
Test Cases/Cura Health Care Services_Record and Playback Modes/TC_CHS_HOME_Validate Take an Appointment_002,Chrome 120.0.0.0,,,25-01-2024 21:36:45,25-01-2024 21:37:19,34.307s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,25-01-2024 21:36:45,25-01-2024 21:36:53,8.130s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 120.0.0.0,,,25-01-2024 21:36:53,25-01-2024 21:37:06,12.428s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/i_fa fa-bars""))",Chrome 120.0.0.0,,,25-01-2024 21:37:06,25-01-2024 21:37:06,0.438s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/a_Login""))",Chrome 120.0.0.0,,,25-01-2024 21:37:06,25-01-2024 21:37:08,1.595s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/input_form-control""))",Chrome 120.0.0.0,,,25-01-2024 21:37:08,25-01-2024 21:37:09,0.992s,PASSED
"setText(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/input_username""), ""John Doe"")",Chrome 120.0.0.0,,,25-01-2024 21:37:09,25-01-2024 21:37:10,1.042s,PASSED
"setEncryptedText(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 120.0.0.0,,,25-01-2024 21:37:10,25-01-2024 21:37:11,1.211s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/button_Login""))",Chrome 120.0.0.0,,,25-01-2024 21:37:11,25-01-2024 21:37:13,2.335s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/select_Tokyo CURA Healthcare Center        _5b4107""), ""Seoul CURA Healthcare Center"", true)",Chrome 120.0.0.0,,,25-01-2024 21:37:13,25-01-2024 21:37:15,1.482s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/label_Medicaid""))",Chrome 120.0.0.0,,,25-01-2024 21:37:15,25-01-2024 21:37:15,0.360s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/span_glyphicon glyphicon-calendar""))",Chrome 120.0.0.0,,,25-01-2024 21:37:15,25-01-2024 21:37:15,0.358s,PASSED
"click(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/td_31""))",Chrome 120.0.0.0,,,25-01-2024 21:37:15,25-01-2024 21:37:16,0.490s,PASSED
"setText(findTestObject(""Object Repository/CHS_Pages_Take Appointment_OR/textarea_comment""), ""Make an Appointment"")",Chrome 120.0.0.0,,,25-01-2024 21:37:16,25-01-2024 21:37:17,0.838s,PASSED
